,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_total
329,8,3,0,5h 40m,1.0,8,6197.0,24,3,2019,20,45,15,5,340
330,1,3,0,4h 5m,1.0,8,8996.0,9,6,2019,13,15,9,10,245
331,3,2,1,8h,1.0,8,6528.0,21,3,2019,22,20,14,20,480
332,2,0,2,2h 45m,0.0,8,4239.0,9,4,2019,23,40,20,55,165
333,3,3,0,2h 40m,0.0,8,4148.0,12,3,2019,23,5,20,25,160
334,8,0,2,2h 55m,0.0,8,3971.0,24,5,2019,0,5,21,10,175
335,0,3,0,15h 55m,1.0,8,5192.0,6,5,2019,23,30,7,35,955
336,4,2,1,23h 10m,2.0,8,9483.0,9,4,2019,12,35,13,25,1390
337,4,2,1,7h 20m,2.0,8,18804.0,3,6,2019,19,0,11,40,440
338,1,2,1,2h 50m,0.0,8,5201.0,18,6,2019,8,0,5,10,170
339,4,2,1,7h 30m,1.0,8,16079.0,27,5,2019,19,0,11,30,450
340,4,0,2,3h,0.0,5,7229.0,15,6,2019,22,50,19,50,180
341,6,2,1,7h 45m,1.0,8,6795.0,27,5,2019,1,30,17,45,465
342,4,3,0,25h 20m,1.0,8,10953.0,9,5,2019,10,55,9,35,1520
343,6,2,1,10h 25m,2.0,8,15965.0,24,6,2019,1,30,15,5,625
344,1,2,1,30h 20m,2.0,8,9968.0,9,4,2019,19,15,12,55,1820
345,3,3,0,2h 35m,0.0,8,4804.0,6,6,2019,0,50,22,15,155
346,4,2,1,9h,1.0,8,16079.0,27,5,2019,19,0,10,0,540
347,4,2,1,15h 10m,2.0,5,11507.0,12,6,2019,12,35,21,25,910
348,1,3,0,28h 20m,2.0,8,11542.0,9,6,2019,13,45,9,25,1700
349,4,0,2,3h,0.0,8,7229.0,24,4,2019,20,45,17,45,180
350,4,0,2,2h 45m,0.0,5,4544.0,27,4,2019,8,45,6,0,165
351,3,2,1,4h 55m,1.0,8,6496.0,15,5,2019,10,5,5,10,295
352,3,3,0,2h 40m,0.0,8,4804.0,15,6,2019,0,5,21,25,160
353,1,0,5,22h 10m,1.0,8,13439.0,1,3,2019,9,15,11,5,1330
354,4,2,1,10h 10m,1.0,5,6540.0,27,3,2019,4,25,18,15,610
355,3,0,2,2h 50m,0.0,8,4591.0,1,6,2019,2,20,23,30,170
356,3,0,5,4h 20m,1.0,8,4437.0,18,3,2019,20,35,16,15,260
357,0,2,1,11h,1.0,8,6151.0,21,3,2019,7,10,20,10,660
358,4,0,2,3h,0.0,5,7754.0,21,6,2019,20,45,17,45,180
359,4,2,1,22h 35m,1.0,5,10262.0,24,6,2019,12,35,14,0,1355
360,4,0,2,3h 5m,0.0,8,8016.0,9,6,2019,22,0,18,55,185
361,8,3,0,2h 40m,0.0,7,4781.0,24,3,2019,9,35,6,55,160
362,10,0,2,2h 50m,0.0,8,4668.0,27,6,2019,14,20,11,30,170
363,1,0,5,21h 5m,1.0,8,14594.0,6,3,2019,8,55,11,50,1265
364,4,3,0,11h 50m,1.0,8,14231.0,24,3,2019,4,45,16,55,710
365,1,2,1,25h 35m,1.0,8,8425.0,15,5,2019,6,50,5,15,1535
366,6,2,1,15h 25m,1.0,8,9646.0,12,6,2019,22,30,7,5,925
367,3,1,4,2h 25m,0.0,8,7295.0,3,3,2019,17,5,14,40,145
368,0,3,0,3h 40m,1.0,8,5162.0,9,4,2019,10,30,6,50,220
369,3,0,5,2h 55m,0.0,8,6860.0,9,3,2019,21,20,18,25,175
370,10,2,1,3h 10m,0.0,8,6216.0,15,4,2019,9,10,6,0,190
371,0,3,0,11h 50m,1.0,8,5192.0,24,5,2019,19,25,7,35,710
372,3,0,2,2h 50m,0.0,8,4823.0,9,4,2019,22,50,20,0,170
373,8,0,2,2h 50m,0.0,7,3919.0,3,4,2019,12,20,9,30,170
374,3,4,3,1h 30m,0.0,8,2754.0,3,6,2019,20,35,19,5,90
375,6,2,1,11h 30m,1.0,8,9315.0,9,5,2019,19,0,7,30,690
376,6,2,1,8h 50m,1.0,8,11667.0,27,3,2019,18,50,10,0,530
377,4,3,0,20h 15m,1.0,5,6224.0,12,6,2019,4,40,8,25,1215
378,1,3,0,20h 10m,2.0,8,13349.0,24,3,2019,5,35,9,25,1210
379,4,0,5,16h 5m,1.0,5,11087.0,18,3,2019,9,0,16,55,965
380,6,2,1,12h 35m,1.0,8,15603.0,6,3,2019,1,35,13,0,755
381,4,2,1,17h 5m,2.0,8,15129.0,9,5,2019,12,35,19,30,1025
382,3,0,2,3h,0.0,8,4823.0,9,4,2019,19,55,16,55,180
383,10,3,0,15h 30m,1.0,8,8452.0,1,5,2019,22,40,7,10,930
384,6,2,1,11h 30m,1.0,8,12524.0,6,6,2019,19,0,7,30,690
385,8,1,4,2h 20m,0.0,8,3384.0,27,3,2019,20,5,17,45,140
386,4,2,1,23h 45m,1.0,5,10262.0,1,6,2019,19,0,19,15,1425
387,8,4,3,1h 30m,0.0,7,1965.0,18,6,2019,14,45,13,15,90
388,3,3,0,2h 35m,0.0,8,4804.0,18,5,2019,0,50,22,15,155
389,4,2,1,24h 45m,1.0,8,16079.0,27,5,2019,19,0,18,15,1485
390,4,2,1,21h 35m,2.0,8,13292.0,1,6,2019,19,0,21,25,1295
391,0,2,1,5h 30m,1.0,8,6751.0,9,5,2019,13,25,7,55,330
392,1,2,1,12h 15m,1.0,8,8669.0,15,5,2019,19,15,7,0,735
393,3,2,1,8h 5m,1.0,8,14871.0,3,3,2019,1,35,17,30,485
394,4,2,1,5h,1.0,5,12898.0,21,5,2019,19,0,14,0,300
395,8,0,2,2h 50m,0.0,7,3919.0,6,6,2019,12,20,9,30,170
396,6,2,1,6h 25m,1.0,8,36983.0,1,3,2019,19,15,12,50,385
397,3,1,4,2h 20m,0.0,8,3597.0,3,6,2019,21,55,19,35,140
398,1,0,5,2h 45m,0.0,8,10741.0,9,3,2019,19,45,17,0,165
399,1,3,0,12h 45m,2.0,8,11432.0,6,6,2019,5,35,16,50,765
400,4,0,5,15h 50m,1.0,5,11087.0,12,3,2019,10,45,18,55,950
401,4,2,1,27h,2.0,8,13292.0,3,6,2019,12,35,9,35,1620
402,1,2,1,26h 25m,3.0,8,10493.0,15,6,2019,7,40,5,15,1585
403,2,0,5,2h 55m,0.0,8,7631.0,9,3,2019,10,40,7,45,175
404,1,2,1,24h 50m,2.0,8,13381.0,6,6,2019,7,40,6,50,1490
405,4,3,0,8h 40m,1.0,8,13731.0,6,6,2019,4,40,20,0,520
406,1,2,1,25h 45m,2.0,8,11911.0,21,5,2019,7,40,5,55,1545
407,3,0,2,2h 50m,0.0,8,4591.0,18,4,2019,2,20,23,30,170
408,6,2,1,6h 15m,1.0,8,14848.0,3,6,2019,19,15,13,0,375
409,6,2,1,10h 30m,1.0,8,8266.0,12,6,2019,19,15,8,45,630
410,1,2,1,26h,2.0,8,12392.0,18,5,2019,19,15,17,15,1560
411,4,3,0,17h 5m,1.0,8,13044.0,12,6,2019,12,0,18,55,1025
412,4,2,1,21h 20m,1.0,5,12898.0,21,5,2019,4,25,7,5,1280
413,4,2,1,5h 35m,1.0,8,12242.0,21,3,2019,4,25,22,50,335
414,3,0,2,2h 50m,0.0,8,3943.0,18,5,2019,13,0,10,10,170
415,10,3,0,25h 50m,1.0,8,11105.0,24,3,2019,22,10,20,20,1550
416,4,3,0,12h 10m,1.0,8,14388.0,12,5,2019,9,20,21,10,730
417,4,2,1,17h 5m,2.0,8,13014.0,18,5,2019,12,35,19,30,1025
418,6,2,1,8h 30m,1.0,8,15411.0,6,3,2019,18,50,10,20,510
419,4,2,1,23h 5m,1.0,8,16289.0,9,3,2019,18,50,19,45,1385
420,3,2,1,9h 20m,1.0,8,6442.0,15,5,2019,16,10,6,50,560
421,4,3,0,7h 55m,1.0,5,10844.0,18,5,2019,16,20,8,25,475
422,4,4,3,1h 30m,0.0,8,5678.0,18,5,2019,11,50,10,20,90
423,3,0,2,2h 50m,0.0,8,6906.0,12,4,2019,2,20,23,30,170
424,8,1,4,2h 15m,0.0,7,3543.0,21,5,2019,12,0,9,45,135
425,4,2,1,10h,1.0,8,14714.0,6,6,2019,19,0,9,0,600
426,11,0,5,2h 35m,0.0,8,11793.0,3,3,2019,18,35,16,0,155
427,6,2,1,7h 45m,1.0,8,14323.0,15,5,2019,19,15,11,30,465
428,8,0,2,2h 55m,0.0,8,3971.0,9,4,2019,0,5,21,10,175
429,10,3,0,26h 20m,1.0,8,8452.0,6,5,2019,22,40,20,20,1580
430,10,0,2,2h 40m,0.0,8,5403.0,12,4,2019,9,40,7,0,160
431,6,2,1,11h,1.0,8,13727.0,9,5,2019,21,0,10,0,660
432,1,3,0,19h 25m,2.0,8,12639.0,1,4,2019,5,25,10,0,1165
433,4,0,2,2h 55m,0.0,5,5198.0,18,4,2019,18,10,15,15,175
434,10,0,2,2h 45m,0.0,8,4878.0,1,6,2019,22,15,19,30,165
435,4,2,1,23h 15m,1.0,5,12373.0,18,5,2019,19,0,19,45,1395
436,6,2,1,9h,1.0,5,8552.0,3,3,2019,16,10,7,10,540
437,10,2,1,3h 10m,0.0,8,6741.0,21,4,2019,17,50,14,40,190
438,6,2,1,6h 25m,1.0,8,6481.0,9,4,2019,19,15,12,50,385
439,6,2,1,8h 40m,1.0,8,7354.0,6,6,2019,19,15,10,35,520
440,1,0,2,2h 50m,0.0,8,5228.0,21,4,2019,23,55,21,5,170
441,4,3,0,12h 20m,1.0,5,10844.0,12,5,2019,20,45,8,25,740
442,3,2,1,5h 20m,1.0,8,6347.0,18,5,2019,12,10,6,50,320
443,1,0,5,4h,1.0,8,5013.0,15,3,2019,12,15,8,15,240
444,4,3,0,9h 45m,1.0,5,9663.0,9,6,2019,4,40,18,55,585
445,3,0,2,2h 55m,0.0,8,4823.0,6,4,2019,21,20,18,25,175
446,1,2,1,26h 20m,2.0,8,13381.0,24,6,2019,19,15,16,55,1580
447,8,1,4,2h 15m,0.0,7,3543.0,1,6,2019,12,0,9,45,135
448,4,3,0,9h 45m,1.0,5,9663.0,15,5,2019,4,40,18,55,585
449,4,3,0,24h 55m,1.0,5,7064.0,1,4,2019,19,50,18,55,1495
450,4,2,1,11h 55m,1.0,5,10262.0,9,6,2019,19,0,7,5,715
451,1,2,1,8h 20m,2.0,8,13013.0,1,6,2019,19,15,10,55,500
452,4,2,1,17h 25m,2.0,8,15339.0,27,6,2019,12,35,19,10,1045
453,2,0,2,2h 50m,0.0,8,4937.0,18,4,2019,14,30,11,40,170
454,3,2,1,7h 5m,1.0,8,6818.0,6,6,2019,12,10,5,5,425
455,1,2,1,21h 15m,2.0,8,10441.0,18,5,2019,19,15,22,0,1275
456,4,2,1,5h,1.0,5,5177.0,3,4,2019,19,0,14,0,300
457,3,1,4,2h 25m,0.0,8,3858.0,27,6,2019,14,0,11,35,145
458,3,3,0,5h 15m,1.0,8,6534.0,18,5,2019,2,15,21,0,315
459,6,2,1,15h 10m,1.0,8,6795.0,15,6,2019,1,30,10,20,910
460,6,2,1,11h 45m,1.0,8,9736.0,3,6,2019,19,15,7,30,705
461,4,0,2,3h,0.0,8,7229.0,1,5,2019,22,50,19,50,180
462,8,2,1,4h 55m,1.0,8,4957.0,24,4,2019,22,50,17,55,295
463,3,0,5,2h 45m,0.0,8,7648.0,9,3,2019,8,45,6,0,165
464,8,3,0,2h 30m,0.0,8,3873.0,15,6,2019,17,25,14,55,150
465,4,3,0,9h 45m,1.0,8,14388.0,12,5,2019,4,40,18,55,585
466,3,3,0,2h 40m,0.0,8,5618.0,6,3,2019,19,55,17,15,160
467,6,2,1,6h 30m,1.0,8,7408.0,9,6,2019,1,30,19,0,390
468,0,2,1,5h 30m,1.0,8,13774.0,3,3,2019,22,15,16,45,330
469,10,0,2,2h 40m,0.0,8,4668.0,3,5,2019,9,40,7,0,160
470,4,2,1,34h 5m,2.0,8,13082.0,21,3,2019,4,25,18,20,2045
471,1,2,1,15h 25m,1.0,8,8669.0,3,6,2019,19,15,3,50,925
472,3,2,1,9h 30m,1.0,8,6316.0,24,6,2019,1,30,16,0,570
473,4,2,1,6h 5m,1.0,5,12583.0,6,3,2019,4,25,22,20,365
474,10,0,5,2h 40m,0.0,8,7923.0,9,3,2019,18,50,16,10,160
475,2,2,1,5h 50m,1.0,8,7378.0,3,3,2019,12,50,7,0,350
476,10,0,2,2h 45m,0.0,8,4878.0,3,6,2019,22,15,19,30,165
477,4,3,0,27h 20m,1.0,5,10844.0,18,5,2019,19,50,16,30,1640
478,4,0,2,3h,0.0,8,7229.0,3,4,2019,11,20,8,20,180
479,8,2,1,5h 15m,1.0,8,6297.0,21,5,2019,11,20,6,5,315
480,4,3,0,16h,1.0,5,8529.0,12,6,2019,12,0,20,0,960
481,6,2,1,7h,1.0,8,13727.0,18,5,2019,21,0,14,0,420
482,8,3,0,8h 40m,1.0,8,6643.0,24,5,2019,17,15,8,35,520
483,6,2,1,9h,1.0,8,10197.0,9,5,2019,19,0,10,0,540
484,8,3,0,2h 20m,0.0,8,4911.0,21,4,2019,0,40,22,20,140
485,3,1,4,2h 20m,0.0,8,6482.0,6,3,2019,7,35,5,15,140
486,4,0,5,6h 20m,1.0,8,26890.0,1,3,2019,15,15,8,55,380
487,3,3,0,4h 25m,1.0,8,3717.0,18,5,2019,23,45,19,20,265
488,3,1,4,2h 20m,0.0,8,3597.0,1,6,2019,15,35,13,15,140
489,1,0,5,11h 5m,2.0,8,10846.0,18,3,2019,22,10,11,5,665
490,1,0,5,16h 55m,1.0,8,14069.0,1,3,2019,22,45,5,50,1015
491,4,2,1,13h 45m,1.0,5,5177.0,1,4,2019,12,35,22,50,825
492,1,2,1,25h 45m,2.0,8,14641.0,6,3,2019,7,40,5,55,1545
493,3,2,1,13h 55m,1.0,8,6442.0,6,6,2019,22,30,8,35,835
494,1,2,1,5h 15m,1.0,8,5704.0,21,3,2019,23,0,17,45,315
495,4,3,0,19h 15m,1.0,5,9663.0,6,5,2019,9,20,14,5,1155
496,4,2,1,7h 30m,1.0,8,14714.0,6,6,2019,4,25,20,55,450
497,4,2,1,9h,1.0,5,5406.0,1,4,2019,19,0,10,0,540
498,10,3,0,24h,1.0,8,8610.0,15,5,2019,20,20,20,20,1440
499,4,2,1,18h 10m,2.0,8,14237.0,12,6,2019,12,35,18,25,1090
500,3,0,2,2h 55m,0.0,8,4823.0,9,6,2019,10,5,7,10,175
501,3,4,3,1h 30m,0.0,8,2227.0,27,3,2019,21,35,20,5,90
502,4,2,1,21h 20m,1.0,5,12373.0,18,5,2019,4,25,7,5,1280
503,1,2,1,6h 15m,1.0,8,8372.0,6,6,2019,19,15,13,0,375
504,4,2,1,14h 30m,1.0,8,17024.0,3,3,2019,4,25,13,55,870
505,1,4,3,1h 20m,0.0,8,3100.0,27,5,2019,22,25,21,5,80
506,4,2,1,12h 55m,1.0,5,14053.0,9,3,2019,19,45,6,50,775
507,3,1,4,2h 25m,0.0,8,3540.0,9,5,2019,7,40,5,15,145
508,10,3,0,22h 30m,1.0,8,9345.0,21,5,2019,18,50,20,20,1350
509,4,2,1,22h 55m,2.0,5,10368.0,1,6,2019,4,25,5,30,1375
510,4,0,5,5h 25m,1.0,8,26890.0,1,3,2019,12,25,7,0,325
511,8,4,3,1h 25m,0.0,8,5755.0,9,3,2019,10,15,8,50,85
512,4,0,5,7h 15m,1.0,5,7832.0,21,3,2019,16,10,8,55,435
513,4,3,0,12h 20m,1.0,8,14388.0,6,5,2019,20,45,8,25,740
514,1,2,1,20h 10m,2.0,8,8839.0,27,6,2019,9,25,13,15,1210
515,1,2,1,21h 15m,2.0,8,22096.0,3,3,2019,19,15,22,0,1275
516,10,1,4,2h 15m,0.0,8,3687.0,27,5,2019,9,20,7,5,135
517,6,2,1,10h 30m,1.0,8,9627.0,15,5,2019,19,0,8,30,630
518,6,2,1,14h 5m,1.0,8,13542.0,21,3,2019,1,35,11,30,845
519,3,0,2,2h 50m,0.0,8,4423.0,27,4,2019,6,50,4,0,170
520,3,2,1,16h 25m,2.0,8,8899.0,3,3,2019,21,20,4,55,985
521,8,2,1,5h 15m,1.0,8,5583.0,21,4,2019,11,20,6,5,315
522,0,2,1,13h 50m,1.0,8,6752.0,27,5,2019,6,35,16,45,830
523,8,1,4,2h 15m,0.0,7,3543.0,21,5,2019,10,35,8,20,135
524,4,0,5,7h 15m,1.0,5,7832.0,21,3,2019,15,15,8,0,435
525,1,3,0,27h 5m,2.0,8,10991.0,1,5,2019,8,55,5,50,1625
526,4,2,1,27h 35m,1.0,5,12898.0,27,5,2019,12,35,9,0,1655
527,4,2,1,5h,1.0,5,12898.0,27,5,2019,19,0,14,0,300
528,2,0,2,2h 50m,0.0,8,3398.0,24,5,2019,14,30,11,40,170
529,1,2,1,2h 50m,0.0,8,5201.0,24,4,2019,8,0,5,10,170
530,1,3,0,15h 20m,2.0,8,13873.0,6,5,2019,1,20,10,0,920
531,1,2,1,5h 20m,1.0,8,7384.0,15,6,2019,23,0,17,40,320
532,4,2,1,10h 10m,1.0,5,10262.0,6,6,2019,4,25,18,15,610
533,4,3,0,27h 35m,1.0,5,10031.0,24,3,2019,12,0,8,25,1655
534,4,3,0,9h 35m,1.0,5,12384.0,6,5,2019,19,10,9,35,575
535,4,3,0,28h 10m,1.0,5,7757.0,9,5,2019,18,15,14,5,1690
536,4,0,5,14h,1.0,8,17261.0,6,3,2019,11,25,21,25,840
537,8,1,4,2h 35m,0.0,8,7298.0,1,3,2019,12,5,9,30,155
538,4,0,2,2h 55m,0.0,8,7229.0,6,4,2019,18,10,15,15,175
539,3,3,0,2h 35m,0.0,8,4174.0,1,4,2019,7,15,4,40,155
540,3,3,0,4h 40m,1.0,8,5699.0,18,5,2019,22,15,17,35,280
541,1,3,0,2h 30m,0.0,8,4880.0,24,4,2019,16,45,14,15,150
542,1,2,1,11h 15m,1.0,8,15284.0,6,3,2019,19,15,8,0,675
543,4,3,0,7h 55m,1.0,8,13759.0,24,3,2019,16,20,8,25,475
544,10,3,0,8h 50m,1.0,8,16092.0,24,3,2019,18,45,9,55,530
545,3,4,3,1h 25m,0.0,8,4392.0,9,3,2019,7,45,6,20,85
546,4,2,1,15h 40m,1.0,5,10262.0,24,6,2019,12,35,20,55,940
547,8,3,0,2h 35m,0.0,7,3841.0,12,6,2019,9,30,6,55,155
548,2,0,2,2h 55m,0.0,8,5048.0,1,6,2019,10,40,7,45,175
549,1,3,0,13h 25m,1.0,8,11096.0,21,5,2019,20,25,7,0,805
550,3,2,1,4h 35m,1.0,8,5073.0,24,4,2019,12,10,7,35,275
551,4,2,1,18h 30m,1.0,8,19828.0,3,3,2019,4,25,9,55,1110
552,10,1,4,2h 15m,0.0,8,3739.0,21,3,2019,9,20,7,5,135
553,1,2,1,38h 15m,2.0,8,10598.0,9,3,2019,19,15,5,0,2295
554,4,0,2,3h 5m,0.0,5,7229.0,15,6,2019,22,0,18,55,185
555,10,3,0,25h 50m,1.0,8,8610.0,1,4,2019,18,50,17,0,1550
556,10,2,1,3h 10m,0.0,8,6216.0,9,5,2019,17,50,14,40,190
557,1,0,2,2h 50m,0.0,8,6961.0,9,6,2019,16,10,13,20,170
558,4,3,0,11h 30m,1.0,5,10703.0,6,5,2019,21,5,9,35,690
559,4,3,0,6h 35m,1.0,8,14151.0,15,5,2019,23,35,17,0,395
560,4,3,0,27h 35m,1.0,5,8586.0,9,5,2019,10,5,6,30,1655
561,3,3,0,2h 35m,0.0,8,4488.0,12,4,2019,22,55,20,20,155
562,6,2,1,7h 30m,1.0,8,7408.0,15,6,2019,1,30,18,0,450
563,4,2,1,3h 15m,0.0,5,5443.0,18,4,2019,14,15,11,0,195
564,4,3,0,9h 35m,1.0,5,10539.0,12,6,2019,19,10,9,35,575
565,6,2,1,12h 30m,1.0,8,7723.0,1,6,2019,1,30,13,0,750
566,6,2,1,11h 20m,1.0,8,15411.0,6,3,2019,18,50,7,30,680
567,4,0,2,3h,0.0,8,7229.0,21,5,2019,10,10,7,10,180
568,3,3,0,2h 35m,0.0,8,4804.0,21,6,2019,22,55,20,20,155
569,4,4,3,1h 30m,0.0,5,4050.0,3,3,2019,4,25,2,55,90
570,4,3,0,26h 10m,1.0,8,14151.0,18,5,2019,19,10,17,0,1570
571,8,2,1,4h 55m,1.0,8,4957.0,6,4,2019,22,50,17,55,295
572,1,0,5,2h 45m,0.0,8,7591.0,3,3,2019,23,55,21,10,165
573,4,3,0,8h 40m,1.0,5,11134.0,24,3,2019,22,35,13,55,520
574,3,2,1,7h 5m,1.0,8,6600.0,27,5,2019,12,10,5,5,425
575,1,0,5,2h 45m,0.0,8,4966.0,9,3,2019,23,55,21,10,165
576,1,2,1,24h 50m,2.0,8,15481.0,1,6,2019,7,40,6,50,1490
577,8,3,0,2h 20m,0.0,8,5515.0,1,3,2019,0,40,22,20,140
578,4,2,1,11h,1.0,8,14714.0,15,6,2019,19,0,8,0,660
579,2,2,1,9h,1.0,8,4959.0,15,6,2019,19,35,10,35,540
580,4,0,2,2h 55m,0.0,8,7229.0,21,4,2019,14,5,11,10,175
581,1,2,1,3h 5m,0.0,8,6094.0,15,5,2019,21,10,18,5,185
582,0,3,0,2h 35m,0.0,8,4409.0,24,4,2019,12,55,10,20,155
583,6,2,1,13h,1.0,8,9794.0,18,5,2019,19,0,6,0,780
584,4,4,3,1h 25m,0.0,8,5678.0,3,4,2019,4,20,2,55,85
585,3,2,1,7h 35m,1.0,8,6442.0,15,6,2019,16,10,8,35,455
586,10,0,2,2h 40m,0.0,8,4878.0,18,5,2019,9,40,7,0,160
587,4,3,0,12h 55m,1.0,5,12446.0,24,3,2019,10,5,21,10,775
588,4,2,1,29h 20m,2.0,8,16704.0,9,5,2019,4,25,23,5,1760
589,4,0,5,5h,1.0,5,9134.0,15,3,2019,10,45,5,45,300
590,4,3,0,8h 40m,1.0,5,8586.0,15,5,2019,4,40,20,0,520
591,4,0,2,3h,0.0,5,7229.0,1,6,2019,10,10,7,10,180
592,4,0,2,3h,0.0,5,6144.0,21,4,2019,10,10,7,10,180
593,1,0,2,2h 45m,0.0,8,6961.0,18,5,2019,12,45,10,0,165
594,4,3,0,12h 10m,1.0,5,10844.0,9,5,2019,4,40,16,30,730
595,3,1,4,2h 20m,0.0,8,3597.0,21,5,2019,21,55,19,35,140
596,8,0,5,7h 55m,1.0,8,7139.0,21,3,2019,18,15,10,20,475
597,1,4,3,29h 35m,2.0,8,25139.0,6,3,2019,15,15,9,40,1775
598,4,2,1,26h 55m,2.0,5,10368.0,1,6,2019,12,35,9,40,1615
599,1,2,1,12h 45m,1.0,8,5117.0,6,4,2019,9,25,20,40,765
600,6,2,1,7h 35m,1.0,8,9211.0,18,5,2019,19,15,11,40,455
601,8,3,0,2h 30m,0.0,8,4174.0,15,4,2019,19,40,17,10,150
602,6,2,1,11h 45m,1.0,8,10786.0,27,5,2019,19,15,7,30,705
603,4,0,5,23h 40m,1.0,5,9134.0,15,3,2019,7,40,8,0,1420
604,4,2,1,13h 50m,2.0,8,13376.0,1,6,2019,4,25,14,35,830
605,1,0,5,12h 50m,1.0,8,6955.0,21,3,2019,10,50,22,0,770
606,4,3,0,9h 50m,1.0,5,10844.0,9,5,2019,18,15,8,25,590
607,0,3,0,2h 30m,0.0,8,3807.0,1,4,2019,22,25,19,55,150
608,4,3,0,21h 55m,1.0,5,9663.0,1,5,2019,12,0,14,5,1315
609,4,2,1,26h 10m,1.0,5,12373.0,9,5,2019,4,25,2,15,1570
610,8,0,2,2h 55m,0.0,8,4991.0,1,5,2019,0,5,21,10,175
611,1,2,1,20h 15m,1.0,8,6745.0,21,3,2019,19,15,23,0,1215
612,4,2,1,20h 10m,1.0,5,10262.0,15,6,2019,19,0,22,50,1210
613,4,2,1,10h 55m,1.0,5,6540.0,27,3,2019,4,25,17,30,655
614,8,3,0,2h 30m,0.0,8,3873.0,6,4,2019,19,40,17,10,150
615,4,2,1,21h 10m,1.0,8,15554.0,9,5,2019,19,0,21,50,1270
616,3,3,0,2h 35m,0.0,8,4804.0,27,5,2019,22,55,20,20,155
617,4,2,1,20h 40m,1.0,5,7438.0,27,3,2019,19,45,23,5,1240
618,0,0,2,2h 50m,0.0,8,6181.0,3,5,2019,7,45,4,55,170
619,6,2,1,6h 30m,1.0,8,9424.0,1,5,2019,1,30,19,0,390
620,1,0,5,30h,2.0,8,12725.0,12,3,2019,23,25,17,25,1800
621,1,0,5,13h 10m,1.0,8,6046.0,15,3,2019,21,25,8,15,790
622,8,0,2,2h 55m,0.0,8,3971.0,15,6,2019,0,5,21,10,175
623,4,3,0,18h,1.0,8,12692.0,6,6,2019,14,25,20,25,1080
624,3,2,1,8h,1.0,8,7451.0,6,3,2019,22,20,14,20,480
625,4,0,5,8h 45m,1.0,8,13817.0,12,3,2019,7,40,22,55,525
626,4,3,0,12h 30m,1.0,5,10703.0,6,5,2019,22,5,9,35,750
627,4,0,5,13h 20m,1.0,8,13817.0,12,3,2019,10,45,21,25,800
628,4,0,5,6h 10m,1.0,8,27210.0,15,3,2019,5,5,22,55,370
629,4,3,0,7h 30m,1.0,8,13941.0,18,5,2019,4,40,21,10,450
630,1,0,5,19h 15m,1.0,8,10246.0,1,3,2019,12,15,17,0,1155
631,3,3,0,2h 35m,0.0,8,4804.0,6,5,2019,19,50,17,15,155
632,0,3,0,12h,1.0,8,6810.0,6,6,2019,10,40,22,40,720
633,4,0,2,3h,0.0,5,5198.0,1,5,2019,11,20,8,20,180
634,10,0,2,2h 50m,0.0,8,5613.0,3,5,2019,23,50,21,0,170
635,3,4,3,1h 25m,0.0,8,4784.0,3,3,2019,22,45,21,20,85
636,4,2,1,23h 5m,1.0,5,5406.0,21,3,2019,18,50,19,45,1385
637,1,0,2,2h 50m,0.0,8,5228.0,27,4,2019,16,10,13,20,170
638,4,2,1,22h 5m,1.0,5,12898.0,27,5,2019,19,0,20,55,1325
639,1,1,4,2h 15m,0.0,8,4667.0,15,6,2019,13,55,11,40,135
640,4,3,0,5h 45m,1.0,8,14781.0,21,5,2019,19,50,14,5,345
641,10,0,2,2h 50m,0.0,8,5403.0,21,4,2019,12,35,9,45,170
642,4,3,0,9h 30m,1.0,5,9899.0,12,6,2019,23,35,14,5,570
643,4,2,1,8h 55m,2.0,5,13029.0,21,5,2019,4,25,19,30,535
644,10,3,0,17h 45m,1.0,8,9187.0,18,5,2019,10,45,17,0,1065
645,3,0,2,2h 50m,0.0,8,4823.0,24,5,2019,22,50,20,0,170
646,1,2,1,21h 45m,2.0,8,8665.0,27,3,2019,19,15,21,30,1305
647,3,2,1,12h 35m,1.0,8,14871.0,6,3,2019,21,0,8,25,755
648,3,4,3,1h 30m,0.0,8,4049.0,21,6,2019,7,55,6,25,90
649,1,1,4,2h 15m,0.0,8,4667.0,12,6,2019,13,55,11,40,135
650,3,3,0,3h 55m,1.0,8,4226.0,9,4,2019,23,50,19,55,235
651,1,0,5,2h 45m,0.0,8,7591.0,3,3,2019,8,55,6,10,165
652,4,0,5,7h 30m,1.0,8,19225.0,6,3,2019,13,15,5,45,450
653,4,2,1,17h 20m,1.0,5,12898.0,27,5,2019,12,35,19,15,1040
654,3,4,3,1h 30m,0.0,8,2754.0,9,6,2019,13,30,12,0,90
655,8,4,3,1h 30m,0.0,7,1965.0,3,5,2019,14,45,13,15,90
656,1,3,0,30h 30m,2.0,8,12835.0,24,3,2019,23,15,16,45,1830
657,5,0,5,5h,1.0,8,52229.0,1,3,2019,10,45,5,45,300
658,6,2,1,11h 15m,1.0,8,14533.0,15,5,2019,19,15,8,0,675
659,10,0,2,2h 50m,0.0,8,4668.0,24,6,2019,12,35,9,45,170
660,4,2,1,19h 5m,1.0,8,11822.0,9,4,2019,12,35,17,30,1145
